=== tests/TC1.txt — Word Count (Distinct Words & Frequencies) ===

No.  |  Word             |  Frequency
519  |  mercury         |          1
520  |  mesh            |          1
521  |  meta            |          1
522  |  metallica       |          1
523  |  mexican         |          1
524  |  mh              |          1
525  |  microsoft       |          1
526  |  midlands        |          1
527  |  milf            |          1
528  |  millennium      |          1
529  |  miss            |          1
530  |  mod             |          1
531  |  monetary        |          1
532  |  mongolia        |          1
533  |  monroe          |          1
534  |  month           |          1
535  |  morgan          |          1
536  |  moss            |          1
537  |  motivated       |          1
538  |  mountain        |          1
539  |  mozambique      |          1
540  |  mt              |          1
541  |  much            |          1
542  |  murder          |          1
543  |  myspace         |          1
544  |  namely          |          1
545  |  nano            |          1
546  |  native          |          1
547  |  nc              |          1
548  |  nearly          |          1
549  |  negotiations    |          1
550  |  networking      |          1
551  |  newsletter      |          1
552  |  newsletters     |          1
553  |  newspaper       |          1
554  |  nice            |          1
555  |  nightmare       |          1
556  |  nikon           |          1
557  |  noise           |          1
558  |  nokia           |          1
559  |  none            |          1
560  |  notification    |          1
561  |  np              |          1
562  |  nu              |          1
563  |  nyc             |          1
564  |  nz              |          1
565  |  obituaries      |          1
566  |  observe         |          1
567  |  observed        |          1
568  |  occur           |          1
569  |  ocean           |          1
570  |  oecd            |          1
571  |  of              |          1
572  |  offensive       |          1
573  |  offer           |          1
574  |  often           |          1
575  |  oklahoma        |          1
576  |  oman            |          1
577  |  omega           |          1
578  |  once            |          1
579  |  opened          |          1
580  |  openings        |          1
581  |  opera           |          1
582  |  operates        |          1
583  |  operation       |          1
584  |  opponents       |          1
585  |  or              |          1
586  |  organ           |          1
587  |  organised       |          1
588  |  ourselves       |          1
589  |  output          |          1
590  |  outreach        |          1
591  |  oval            |          1
592  |  oven            |          1
593  |  overnight       |          1
594  |  owen            |          1
595  |  own             |          1
596  |  pace            |          1
597  |  packet          |          1
598  |  panel           |          1
599  |  paper           |          1
600  |  parameter       |          1
601  |  partial         |          1
602  |  partly          |          1
603  |  partnership     |          1
604  |  partnerships    |          1
605  |  pas             |          1
606  |  passwords       |          1
607  |  patent          |          1
608  |  patients        |          1
609  |  paxil           |          1
610  |  payable         |          1
611  |  pb              |          1
612  |  pdf             |          1
613  |  peaceful        |          1
614  |  penalties       |          1
615  |  penalty         |          1
616  |  performances    |          1
617  |  performs        |          1
618  |  periodically    |          1
619  |  pharmacy        |          1
620  |  photograph      |          1
621  |  photographic    |          1
622  |  phpbb           |          1
623  |  physiology      |          1
624  |  picking         |          1
625  |  pictures        |          1
626  |  pilot           |          1
627  |  pin             |          1
628  |  pioneer         |          1
629  |  pipes           |          1
630  |  placing         |          1
631  |  plaintiff       |          1
632  |  plenty          |          1
633  |  pm              |          1
634  |  pmc             |          1
635  |  pocket          |          1
636  |  pointing        |          1
637  |  poland          |          1
638  |  popular         |          1
639  |  portugal        |          1
640  |  pose            |          1
641  |  postal          |          1
642  |  potential       |          1
643  |  powerful        |          1
644  |  practitioner    |          1
645  |  predict         |          1
646  |  preference      |          1
647  |  prefers         |          1
648  |  preparation     |          1
649  |  preparing       |          1
650  |  prerequisite    |          1
651  |  presentation    |          1
652  |  prev            |          1
653  |  previous        |          1
654  |  processes       |          1
655  |  procurement     |          1
656  |  producers       |          1
657  |  producing       |          1
658  |  productivity    |          1
659  |  programme       |          1
660  |  promises        |          1
661  |  promoting       |          1
662  |  prophet         |          1
663  |  proposals       |          1
664  |  prostate        |          1
665  |  proteins        |          1
666  |  protest         |          1
667  |  protocol        |          1
668  |  protocols       |          1
669  |  proud           |          1
670  |  prove           |          1
671  |  pubs            |          1
672  |  puppy           |          1
673  |  puts            |          1
674  |  qualifications  |          1
675  |  quarter         |          1
676  |  queen           |          1
677  |  queensland      |          1
678  |  question        |          1
679  |  racks           |          1
680  |  ran             |          1
681  |  rapid           |          1
682  |  rates           |          1
683  |  reactions       |          1
684  |  real            |          1
685  |  recall          |          1
686  |  received        |          1
687  |  recommend       |          1
688  |  recovered       |          1
689  |  reduced         |          1
690  |  regard          |          1
691  |  region          |          1
692  |  regional        |          1
693  |  registrar       |          1
694  |  regression      |          1
695  |  relief          |          1
696  |  reload          |          1
697  |  renewal         |          1
698  |  repeated        |          1
699  |  replaced        |          1
700  |  replacing       |          1
701  |  reply           |          1
702  |  represented     |          1
703  |  represents      |          1
704  |  reproduction    |          1
705  |  reproductive    |          1
706  |  reserve         |          1
707  |  residential     |          1
708  |  resolved        |          1
709  |  respiratory     |          1
710  |  responsible     |          1
711  |  resumes         |          1
712  |  retailers       |          1
713  |  retrieved       |          1
714  |  reviewing       |          1
715  |  ribbon          |          1
716  |  risk            |          1
717  |  robust          |          1
718  |  roger           |          1
719  |  rolled          |          1
720  |  roof            |          1
721  |  rr              |          1
722  |  ruby            |          1
723  |  rugs            |          1
724  |  runner          |          1
725  |  rush            |          1
726  |  safer           |          1
727  |  saint           |          1
728  |  saints          |          1
729  |  sake            |          1
730  |  salvador        |          1
731  |  samoa           |          1
732  |  sandwich        |          1
733  |  sarah           |          1
734  |  satellite       |          1
735  |  scanned         |          1
736  |  scenarios       |          1
737  |  scheduling      |          1
738  |  sciences        |          1
739  |  scuba           |          1
740  |  sculpture       |          1
741  |  seal            |          1
742  |  seasonal        |          1
743  |  seat            |          1
744  |  sen             |          1
745  |  sending         |          1
746  |  seniors         |          1
747  |  settings        |          1
748  |  sexcam          |          1
749  |  sexy            |          1
750  |  sf              |          1
751  |  shark           |          1
752  |  shelter         |          1
753  |  shemale         |          1
754  |  shemales        |          1
755  |  shift           |          1
756  |  shipping        |          1
757  |  shirt           |          1
758  |  shoppercom      |          1
759  |  shore           |          1
760  |  showed          |          1
761  |  shut            |          1
762  |  side            |          1
763  |  silly           |          1
764  |  similar         |          1
765  |  simple          |          1
766  |  simulations     |          1
767  |  sitting         |          1
768  |  sk              |          1
769  |  skills          |          1
770  |  slip            |          1
771  |  slowly          |          1
772  |  smooth          |          1
773  |  snake           |          1
774  |  so              |          1
775  |  solo            |          1
776  |  somebody        |          1
777  |  somehow         |          1
778  |  something       |          1
779  |  song            |          1
780  |  soonest         |          1
781  |  sought          |          1
782  |  source          |          1
783  |  southwest       |          1
784  |  spec            |          1
785  |  specifics       |          1
786  |  specified       |          1
787  |  speed           |          1
788  |  spending        |          1
789  |  spent           |          1
790  |  spice           |          1
791  |  spotlight       |          1
792  |  springs         |          1
793  |  sr              |          1
794  |  staff           |          1
795  |  stage           |          1
796  |  stan            |          1
797  |  starring        |          1
798  |  start           |          1
799  |  stations        |          1
800  |  stay            |          1
801  |  stayed          |          1
802  |  stays           |          1
803  |  stewart         |          1
804  |  stories         |          1
805  |  streets         |          1
806  |  stress          |          1
807  |  stretch         |          1
808  |  strict          |          1
809  |  strike          |          1
810  |  strips          |          1
811  |  students        |          1
812  |  studies         |          1
813  |  stuff           |          1
814  |  subject         |          1
815  |  subjects        |          1
816  |  subsidiaries    |          1
817  |  substances      |          1
818  |  successfully    |          1
819  |  sue             |          1
820  |  suggested       |          1
821  |  summer          |          1
822  |  supporting      |          1
823  |  sv              |          1
824  |  swap            |          1
825  |  switch          |          1
826  |  sword           |          1
827  |  syndicate       |          1
828  |  synthesis       |          1
829  |  tactics         |          1
830  |  tahoe           |          1
831  |  taking          |          1
832  |  talked          |          1
833  |  tall            |          1
834  |  tb              |          1
835  |  tea             |          1
836  |  teaching        |          1
837  |  tear            |          1
838  |  telecharger     |          1
839  |  telecom         |          1
840  |  tell            |          1
841  |  tenant          |          1
842  |  tender          |          1
843  |  tennessee       |          1
844  |  tested          |          1
845  |  texas           |          1
846  |  textile         |          1
847  |  the             |          1
848  |  theaters        |          1
849  |  theoretical     |          1
850  |  thirty          |          1
851  |  threatening     |          1
852  |  thriller        |          1
853  |  thunder         |          1
854  |  tiger           |          1
855  |  timeline        |          1
856  |  tin             |          1
857  |  tire            |          1
858  |  tits            |          1
859  |  today           |          1
860  |  toe             |          1
861  |  token           |          1
862  |  tokyo           |          1
863  |  toll            |          1
864  |  tones           |          1
865  |  tools           |          1
866  |  tower           |          1
867  |  tragedy         |          1
868  |  transform       |          1
869  |  translate       |          1
870  |  trap            |          1
871  |  travelling      |          1
872  |  treatment       |          1
873  |  tribe           |          1
874  |  trigger         |          1
875  |  trip            |          1
876  |  tue             |          1
877  |  turn            |          1
878  |  u               |          1
879  |  uh              |          1
880  |  ultram          |          1
881  |  understanding   |          1
882  |  unfortunately   |          1
883  |  unified         |          1
884  |  unlock          |          1
885  |  update          |          1
886  |  updating        |          1
887  |  upon            |          1
888  |  ur              |          1
889  |  uruguay         |          1
890  |  usb             |          1
891  |  usps            |          1
892  |  vacancies       |          1
893  |  var             |          1
894  |  variable        |          1
895  |  variance        |          1
896  |  variations      |          1
897  |  vault           |          1
898  |  vermont         |          1
899  |  vernon          |          1
900  |  verse           |          1
901  |  vhs             |          1
902  |  via             |          1
903  |  villages        |          1
904  |  vintage         |          1
905  |  virtual         |          1
906  |  virus           |          1
907  |  vital           |          1
908  |  vol             |          1
909  |  voyuer          |          1
910  |  vsnet           |          1
911  |  vulnerability   |          1
912  |  wagon           |          1
913  |  walked          |          1
914  |  walking         |          1
915  |  wallpaper       |          1
916  |  wang            |          1
917  |  war             |          1
918  |  warning         |          1
919  |  warranties      |          1
920  |  was             |          1
921  |  washington      |          1
922  |  watches         |          1
923  |  wav             |          1
924  |  weak            |          1
925  |  weapons         |          1
926  |  wearing         |          1
927  |  website         |          1
928  |  wedding         |          1
929  |  weekly          |          1
930  |  wild            |          1
931  |  win             |          1
932  |  winston         |          1
933  |  wishlist        |          1
934  |  with            |          1
935  |  words           |          1
936  |  work            |          1
937  |  worker          |          1
938  |  worry           |          1
939  |  would           |          1
940  |  wound           |          1
941  |  wv              |          1
942  |  y               |          1
943  |  yellow          |          1
944  |  yet             |          1
945  |  yourself        |          1
946  |  yu              |          1
947  |  yukon           |          1
948  |  z               |          1
949  |  zen             |          1

Total valid words: 1000
Distinct words: 949
Elapsed Time (seconds): 0.000839

=== tests/TC5.txt — Word Count (Distinct Words & Frequencies) ===

 No.  |  Word                |  Frequency
------+----------------------+-----------
   1  |  kg                  |          5
   2  |  managed             |          5
   3  |  pets                |          5
   4  |  schools             |          5
   5  |  wilderness          |          5
   6  |  employers           |          4
   7  |  explain             |          4
   8  |  gps                 |          4
   9  |  keeping             |          4
  10  |  loud                |          4
  11  |  manufactured        |          4
  12  |  margaret            |          4
  13  |  nb                  |          4
  14  |  opens               |          4
  15  |  passion             |          4
  16  |  petersburg          |          4
  17  |  products            |          4
  18  |  published           |          4
  19  |  qualities           |          4
  20  |  recommends          |          4
  21  |  relates             |          4
  22  |  seasons             |          4
  23  |  sentences           |          4
  24  |  suggestions         |          4
  25  |  terrorist           |          4
  26  |  threats             |          4
  27  |  toner               |          4
  28  |  travelling          |          4
  29  |  useful              |          4
  30  |  webcams             |          4
  31  |  worldcat            |          4
  32  |  wrap                |          4
  33  |  corpus              |          3
  34  |  downtown            |          3
  35  |  drinks              |          3
  36  |  dude                |          3
  37  |  eau                 |          3
  38  |  entries             |          3
  39  |  euro                |          3
  40  |  excellence          |          3
  41  |  explicit            |          3
  42  |  filed               |          3
  43  |  fold                |          3
  44  |  founded             |          3
  45  |  game                |          3
  46  |  ground              |          3
  47  |  gtk                 |          3
  48  |  guided              |          3
  49  |  habits              |          3
  50  |  half                |          3
  51  |  harris              |          3
  52  |  hilton              |          3
  53  |  hl                  |          3
  54  |  inclusion           |          3
  55  |  inf                 |          3
  56  |  injury              |          3
  57  |  iraq                |          3
  58  |  italy               |          3
  59  |  jewish              |          3
  60  |  join                |          3
  61  |  jump                |          3
  62  |  kay                 |          3
  63  |  keep                |          3
  64  |  key                 |          3
  65  |  kurt                |          3
  66  |  lane                |          3
  67  |  late                |          3
  68  |  laundry             |          3
  69  |  leon                |          3
  70  |  leonard             |          3
  71  |  lg                  |          3
  72  |  liberal             |          3
  73  |  listings            |          3
  74  |  literary            |          3
  75  |  locally             |          3
  76  |  makeup              |          3
  77  |  manufacturing       |          3
  78  |  martial             |          3
  79  |  masters             |          3
  80  |  matched             |          3
  81  |  matter              |          3
  82  |  mature              |          3
  83  |  meant               |          3
  84  |  message             |          3
  85  |  migration           |          3
  86  |  mines               |          3
  87  |  mixture             |          3
  88  |  moscow              |          3
  89  |  munich              |          3
  90  |  mx                  |          3
  91  |  netherlands         |          3
  92  |  newfoundland        |          3
  93  |  nickel              |          3
  94  |  night               |          3
  95  |  nokia               |          3
  96  |  nt                  |          3
  97  |  occupations         |          3
  98  |  officers            |          3
  99  |  organizations       |          3
 100  |  original            |          3
 101  |  overview            |          3
 102  |  owned               |          3
 103  |  oxide               |          3
 104  |  ozone               |          3
 105  |  pack                |          3
 106  |  pale                |          3
 107  |  pays                |          3
 108  |  pci                 |          3
 109  |  personnel           |          3
 110  |  plants              |          3
 111  |  pleasant            |          3
 112  |  pointing            |          3
 113  |  poker               |          3
 114  |  pregnant            |          3
 115  |  priced              |          3
 116  |  propose             |          3
 117  |  pub                 |          3
 118  |  publicly            |          3
 119  |  reasonable          |          3
 120  |  rebates             |          3
 121  |  rec                 |          3
 122  |  receives            |          3
 123  |  recorded            |          3
 124  |  recreation          |          3
 125  |  released            |          3
 126  |  remember            |          3
 127  |  replace             |          3
 128  |  representatives     |          3
 129  |  represented         |          3
 130  |  requires            |          3
 131  |  reseller            |          3
 132  |  respected           |          3
 133  |  restrict            |          3
 134  |  results             |          3
 135  |  retailer            |          3
 136  |  revolution          |          3
 137  |  revolutionary       |          3
 138  |  rica                |          3
 139  |  risks               |          3
 140  |  river               |          3
 141  |  router              |          3
 142  |  rx                  |          3
 143  |  satisfied           |          3
 144  |  secretary           |          3
 145  |  seeks               |          3
 146  |  sega                |          3
 147  |  self                |          3
 148  |  sells               |          3
 149  |  sen                 |          3
 150  |  serbia              |          3
 151  |  sharon              |          3
 152  |  sheffield           |          3
 153  |  shine               |          3
 154  |  siemens             |          3
 155  |  signature           |          3
 156  |  son                 |          3
 157  |  souls               |          3
 158  |  spec                |          3
 159  |  specialist          |          3
 160  |  spirits             |          3
 161  |  sport               |          3
 162  |  spray               |          3
 163  |  standing            |          3
 164  |  station             |          3
 165  |  statistics          |          3
 166  |  strip               |          3
 167  |  subjects            |          3
 168  |  summary             |          3
 169  |  summer              |          3
 170  |  supports            |          3
 171  |  symposium           |          3
 172  |  sync                |          3
 173  |  tables              |          3
 174  |  tablet              |          3
 175  |  tablets             |          3
 176  |  tampa               |          3
 177  |  tariff              |          3
 178  |  te                  |          3
 179  |  techniques          |          3
 180  |  thirty              |          3
 181  |  throwing            |          3
 182  |  timothy             |          3
 183  |  toy                 |          3
 184  |  tr                  |          3
 185  |  trackback           |          3
 186  |  trap                |          3
 187  |  two                 |          3
 188  |  tyler               |          3
 189  |  ui                  |          3
 190  |  ukraine             |          3
 191  |  um                  |          3
 192  |  unions              |          3
 193  |  universal           |          3
 194  |  unusual             |          3
 195  |  upskirt             |          3
 196  |  usage               |          3
 197  |  user                |          3
 198  |  v                   |          3
 199  |  vacations           |          3
 200  |  validity            |          3
 201  |  visitors            |          3
 202  |  vulnerable          |          3
 203  |  warranties          |          3
 204  |  web                 |          3
 205  |  weblog              |          3
 206  |  webmaster           |          3
 207  |  why                 |          3
 208  |  wilson              |          3
 209  |  www                 |          3
 210  |  yarn                |          3
 211  |  yrs                 |          3
 212  |  ar                  |          2
 213  |  assignments         |          2
 214  |  bless               |          2
 215  |  blind               |          2
 216  |  boobs               |          2
 217  |  bool                |          2
 218  |  boxing              |          2
 219  |  bw                  |          2
 220  |  calgary             |          2
 221  |  cams                |          2
 222  |  cb                  |          2
 223  |  cedar               |          2
 224  |  chrome              |          2
 225  |  climb               |          2
 226  |  closely             |          2
 227  |  coated              |          2
 228  |  coleman             |          2
 229  |  colored             |          2
 230  |  cr                  |          2
 231  |  database            |          2
 232  |  defend              |          2
 233  |  described           |          2
 234  |  designation         |          2
 235  |  desirable           |          2
 236  |  despite             |          2
 237  |  detailed            |          2
 238  |  diabetes            |          2
 239  |  dies                |          2
 240  |  dist                |          2
 241  |  distance            |          2
 242  |  double              |          2
 243  |  dozens              |          2
 244  |  drill               |          2
 245  |  drops               |          2
 246  |  drove               |          2
 247  |  ea                  |          2
 248  |  eagle               |          2
 249  |  earl                |          2
 250  |  earliest            |          2
 251  |  ebook               |          2
 252  |  ecological          |          2
 253  |  edmonton            |          2
 254  |  efficiency          |          2
 255  |  el                  |          2
 256  |  elect               |          2
 257  |  emirates            |          2
 258  |  emphasis            |          2
 259  |  employer            |          2
 260  |  enb                 |          2
 261  |  engineering         |          2
 262  |  england             |          2
 263  |  entrepreneurs       |          2
 264  |  ep                  |          2
 265  |  er                  |          2
 266  |  essence             |          2
 267  |  establishing        |          2
 268  |  evaluations         |          2
 269  |  evans               |          2
 270  |  event               |          2
 271  |  everywhere          |          2
 272  |  excerpt             |          2
 273  |  exclusion           |          2
 274  |  exclusively         |          2
 275  |  expanding           |          2
 276  |  exploring           |          2
 277  |  fancy               |          2
 278  |  fascinating         |          2
 279  |  fatal               |          2
 280  |  favorite            |          2
 281  |  federal             |          2
 282  |  fiction             |          2
 283  |  fifth               |          2
 284  |  fighter             |          2
 285  |  finishing           |          2
 286  |  finnish             |          2
 287  |  firms               |          2
 288  |  flag                |          2
 289  |  flight              |          2
 290  |  fly                 |          2
 291  |  forgotten           |          2
 292  |  formats             |          2
 293  |  fort                |          2
 294  |  forums              |          2
 295  |  forward             |          2
 296  |  fossil              |          2
 297  |  found               |          2
 298  |  fragrance           |          2
 299  |  frank               |          2
 300  |  fred                |          2
 301  |  frequently          |          2
 302  |  from                |          2
 303  |  fully               |          2
 304  |  fwd                 |          2
 305  |  gaming              |          2
 306  |  garlic              |          2
 307  |  gate                |          2
 308  |  gather              |          2
 309  |  gazette             |          2
 310  |  gbp                 |          2
 311  |  geo                 |          2
 312  |  getting             |          2
 313  |  girl                |          2
 314  |  given               |          2
 315  |  glory               |          2
 316  |  gold                |          2
 317  |  golf                |          2
 318  |  gossip              |          2
 319  |  graph               |          2
 320  |  greece              |          2
 321  |  grocery             |          2
 322  |  grown               |          2
 323  |  guatemala           |          2
 324  |  guild               |          2
 325  |  guinea              |          2
 326  |  guitars             |          2
 327  |  halfcom             |          2
 328  |  halo                |          2
 329  |  handled             |          2
 330  |  handmade            |          2
 331  |  happens             |          2
 332  |  happy               |          2
 333  |  harm                |          2
 334  |  harrison            |          2
 335  |  hartford            |          2
 336  |  hat                 |          2
 337  |  hazard              |          2
 338  |  hazards             |          2
 339  |  headset             |          2
 340  |  heating             |          2
 341  |  heavily             |          2
 342  |  helpful             |          2
 343  |  helping             |          2
 344  |  hentai              |          2
 345  |  hero                |          2
 346  |  hill                |          2
 347  |  hold                |          2
 348  |  holds               |          2
 349  |  hollow              |          2
 350  |  honors              |          2
 351  |  hoped               |          2
 352  |  hopes               |          2
 353  |  hoping              |          2
 354  |  horizon             |          2
 355  |  horizontal          |          2
 356  |  horn                |          2
 357  |  hotels              |          2
 358  |  hotelscom           |          2
 359  |  hotmail             |          2
 360  |  houston             |          2
 361  |  http                |          2
 362  |  ict                 |          2
 363  |  identical           |          2
 364  |  idol                |          2
 365  |  impact              |          2
 366  |  improved            |          2
 367  |  improvement         |          2
 368  |  inches              |          2
 369  |  incident            |          2
 370  |  increasing          |          2
 371  |  indexed             |          2
 372  |  inkjet              |          2
 373  |  inquire             |          2
 374  |  inspiration         |          2
 375  |  installed           |          2
 376  |  institute           |          2
 377  |  institution         |          2
 378  |  institutions        |          2
 379  |  instructions        |          2
 380  |  instruments         |          2
 381  |  intended            |          2
 382  |  intent              |          2
 383  |  intl                |          2
 384  |  into                |          2
 385  |  introduces          |          2
 386  |  introduction        |          2
 387  |  invention           |          2
 388  |  inventory           |          2
 389  |  invision            |          2
 390  |  invoice             |          2
 391  |  isaac               |          2
 392  |  issn                |          2
 393  |  jack                |          2
 394  |  jackie              |          2
 395  |  jane                |          2
 396  |  jar                 |          2
 397  |  je                  |          2
 398  |  jewelry             |          2
 399  |  jonathan            |          2
 400  |  jordan              |          2
 401  |  jp                  |          2
 402  |  julia               |          2
 403  |  june                |          2
 404  |  justice             |          2
 405  |  k                   |          2
 406  |  karen               |          2
 407  |  keith               |          2
 408  |  keno                |          2
 409  |  kentucky            |          2
 410  |  kevin               |          2
 411  |  keyboards           |          2
 412  |  killer              |          2
 413  |  kills               |          2
 414  |  kind                |          2
 415  |  kingston            |          2
 416  |  kit                 |          2
 417  |  knight              |          2
 418  |  knit                |          2
 419  |  knowledge           |          2
 420  |  landscape           |          2
 421  |  latinas             |          2
 422  |  layout              |          2
 423  |  lbs                 |          2
 424  |  leasing             |          2
 425  |  legal               |          2
 426  |  legendary           |          2
 427  |  legitimate          |          2
 428  |  legs                |          2
 429  |  len                 |          2
 430  |  length              |          2
 431  |  lf                  |          2
 432  |  librarian           |          2
 433  |  lights              |          2
 434  |  likely              |          2
 435  |  line                |          2
 436  |  linked              |          2
 437  |  lists               |          2
 438  |  livesex             |          2
 439  |  lo                  |          2
 440  |  load                |          2
 441  |  loaded              |          2
 442  |  located             |          2
 443  |  log                 |          2
 444  |  logged              |          2
 445  |  lolita              |          2
 446  |  loop                |          2
 447  |  lounge              |          2
 448  |  lover               |          2
 449  |  lovers              |          2
 450  |  lowest              |          2
 451  |  lows                |          2
 452  |  luis                |          2
 453  |  lycos               |          2
 454  |  lyric               |          2
 455  |  mail                |          2
 456  |  main                |          2
 457  |  maker               |          2
 458  |  mandate             |          2
 459  |  many                |          2
 460  |  marathon            |          2
 461  |  margin              |          2
 462  |  marion              |          2
 463  |  marking             |          2
 464  |  marriage            |          2
 465  |  maternity           |          2
 466  |  mats                |          2
 467  |  max                 |          2
 468  |  maximize            |          2
 469  |  meals               |          2
 470  |  meaning             |          2
 471  |  medicaid            |          2
 472  |  medicare            |          2
 473  |  medicines           |          2
 474  |  mention             |          2
 475  |  mentioned           |          2
 476  |  menu                |          2
 477  |  merchandise         |          2
 478  |  merge               |          2
 479  |  meyer               |          2
 480  |  mia                 |          2
 481  |  miami               |          2
 482  |  microphone          |          2
 483  |  midnight            |          2
 484  |  milfhunter          |          2
 485  |  millennium          |          2
 486  |  minimize            |          2
 487  |  ministry            |          2
 488  |  miss                |          2
 489  |  missile             |          2
 490  |  mission             |          2
 491  |  mitsubishi          |          2
 492  |  mixer               |          2
 493  |  mn                  |          2
 494  |  modem               |          2
 495  |  monetary            |          2
 496  |  mongolia            |          2
 497  |  monitoring          |          2
 498  |  monroe              |          2
 499  |  moon                |          2
 500  |  moral               |          2
 501  |  mortgage            |          2
 502  |  mounting            |          2
 503  |  mounts              |          2
 504  |  movies              |          2
 505  |  moving              |          2
 506  |  murder              |          2
 507  |  museum              |          2
 508  |  muze                |          2
 509  |  myspace             |          2
 510  |  n                   |          2
 511  |  nationally          |          2
 512  |  naval               |          2
 513  |  navigate            |          2
 514  |  navigator           |          2
 515  |  navy                |          2
 516  |  nearby              |          2
 517  |  nearly              |          2
 518  |  negotiation         |          2
 519  |  network             |          2
 520  |  newbie              |          2
 521  |  newer               |          2
 522  |  newscom             |          2
 523  |  newspapers          |          2
 524  |  ni                  |          2
 525  |  niagara             |          2
 526  |  nice                |          2
 527  |  nicholas            |          2
 528  |  nightmare           |          2
 529  |  nj                  |          2
 530  |  not                 |          2
 531  |  notes               |          2
 532  |  november            |          2
 533  |  nuclear             |          2
 534  |  numeric             |          2
 535  |  nurses              |          2
 536  |  nursing             |          2
 537  |  objective           |          2
 538  |  obligations         |          2
 539  |  occasion            |          2
 540  |  occurrence          |          2
 541  |  oclc                |          2
 542  |  oct                 |          2
 543  |  offset              |          2
 544  |  oil                 |          2
 545  |  ol                  |          2
 546  |  olive               |          2
 547  |  operates            |          2
 548  |  operating           |          2
 549  |  opposite            |          2
 550  |  opt                 |          2
 551  |  optics              |          2
 552  |  oral                |          2
 553  |  orbit               |          2
 554  |  order               |          2
 555  |  ordered             |          2
 556  |  ordinary            |          2
 557  |  organic             |          2
 558  |  orientation         |          2
 559  |  other               |          2
 560  |  ought               |          2
 561  |  ours                |          2
 562  |  outer               |          2
 563  |  outline             |          2
 564  |  outsourcing         |          2
 565  |  packages            |          2
 566  |  packed              |          2
 567  |  packing             |          2
 568  |  packs               |          2
 569  |  pad                 |          2
 570  |  pages               |          2
 571  |  paid                |          2
 572  |  painted             |          2
 573  |  painting            |          2
 574  |  pair                |          2
 575  |  pam                 |          2
 576  |  parade              |          2
 577  |  parish              |          2
 578  |  parks               |          2
 579  |  partially           |          2
 580  |  parties             |          2
 581  |  past                |          2
 582  |  patent              |          2
 583  |  patents             |          2
 584  |  patrick             |          2
 585  |  patrol              |          2
 586  |  pavilion            |          2
 587  |  payable             |          2
 588  |  pda                 |          2
 589  |  pediatric           |          2
 590  |  penetration         |          2
 591  |  perfectly           |          2
 592  |  performances        |          2
 593  |  peripherals         |          2
 594  |  permanent           |          2
 595  |  permission          |          2
 596  |  permissions         |          2
 597  |  persian             |          2
 598  |  pete                |          2
 599  |  peter               |          2
 600  |  pgp                 |          2
 601  |  ph                  |          2
 602  |  pharmaceutical      |          2
 603  |  pharmacology        |          2
 604  |  photo               |          2
 605  |  photograph          |          2
 606  |  photos              |          2
 607  |  physical            |          2
 608  |  physiology          |          2
 609  |  pic                 |          2
 610  |  picking             |          2
 611  |  picks               |          2
 612  |  pictures            |          2
 613  |  pie                 |          2
 614  |  piece               |          2
 615  |  pig                 |          2
 616  |  pill                |          2
 617  |  pink                |          2
 618  |  pipes               |          2
 619  |  pitch               |          2
 620  |  pixels              |          2
 621  |  planners            |          2
 622  |  playlist            |          2
 623  |  plc                 |          2
 624  |  pocket              |          2
 625  |  police              |          2
 626  |  porsche             |          2
 627  |  portfolio           |          2
 628  |  portrait            |          2
 629  |  portraits           |          2
 630  |  possibilities       |          2
 631  |  possibly            |          2
 632  |  pot                 |          2
 633  |  powerpoint          |          2
 634  |  pp                  |          2
 635  |  prague              |          2
 636  |  precious            |          2
 637  |  prediction          |          2
 638  |  pregnancy           |          2
 639  |  prepaid             |          2
 640  |  present             |          2
 641  |  presentation        |          2
 642  |  presents            |          2
 643  |  press               |          2
 644  |  pricing             |          2
 645  |  prime               |          2
 646  |  prince              |          2
 647  |  princeton           |          2
 648  |  prior               |          2
 649  |  privacy             |          2
 650  |  proceeding          |          2
 651  |  producing           |          2
 652  |  product             |          2
 653  |  programmers         |          2
 654  |  projector           |          2
 655  |  provider            |          2
 656  |  providers           |          2
 657  |  proxy               |          2
 658  |  prozac              |          2
 659  |  pulse               |          2
 660  |  purchase            |          2
 661  |  purpose             |          2
 662  |  push                |          2
 663  |  pushed              |          2
 664  |  putting             |          2
 665  |  qualification       |          2
 666  |  qualified           |          2
 667  |  qualify             |          2
 668  |  quarters            |          2
 669  |  que                 |          2
 670  |  queens              |          2
 671  |  quick               |          2
 672  |  rail                |          2
 673  |  rain                |          2
 674  |  rape                |          2
 675  |  rating              |          2
 676  |  readings            |          2
 677  |  reasoning           |          2
 678  |  recognised          |          2
 679  |  recommend           |          2
 680  |  records             |          2
 681  |  reel                |          2
 682  |  ref                 |          2
 683  |  refinance           |          2
 684  |  reflected           |          2
 685  |  refurbished         |          2
 686  |  regardless          |          2
 687  |  regions             |          2
